Customer ID,Recency,Frequency,Monetary,Cluster,Customer Segment
12569.0,1,32,4124.69,1,VIP Customers
12570.0,681,1,77.52,0,Regular Customers
12571.0,39,2,519.61,1,VIP Customers
12572.0,8,2,1020.42,1,VIP Customers
12573.0,226,5,717.41,1,VIP Customers
12574.0,315,1,218.45,0,Regular Customers
12575.0,456,2,622.8199999999999,0,Regular Customers
12576.0,35,8,2142.72,1,VIP Customers
12577.0,34,8,1617.1,1,VIP Customers
12578.0,20,4,4642.45,1,VIP Customers
12579.0,77,1,440.42,1,VIP Customers
12580.0,246,2,1052.9,1,VIP Customers
12581.0,39,1,197.71,1,VIP Customers
12582.0,238,4,1980.4,1,VIP Customers
12583.0,2,27,13591.58,1,VIP Customers
12584.0,3,9,2338.15,1,VIP Customers
12585.0,233,2,2040.1,1,VIP Customers
12586.0,16,4,2062.67,1,VIP Customers
12587.0,7,1,144.0,1,VIP Customers
12588.0,38,4,958.78,1,VIP Customers
12589.0,28,8,4695.66,1,VIP Customers
12590.0,210,2,9864.26,1,VIP Customers
12591.0,316,3,1338.95,0,Regular Customers
12592.0,91,5,2582.66,1,VIP Customers
12593.0,108,3,418.1,1,VIP Customers
12594.0,37,15,5090.110000000001,1,VIP Customers
12595.0,504,1,299.02,0,Regular Customers
12596.0,50,2,618.27,1,VIP Customers
12597.0,18,4,3811.22,1,VIP Customers
12598.0,9,11,4534.09,1,VIP Customers
12599.0,28,13,2296.72,1,VIP Customers
12600.0,28,21,4967.42,1,VIP Customers
12601.0,189,6,681.26,1,VIP Customers
12602.0,58,1,153.12,1,VIP Customers
12603.0,21,1,739.1999999999999,1,VIP Customers
12604.0,78,2,254.18,1,VIP Customers
12605.0,375,4,1232.95,0,Regular Customers
12606.0,681,1,21.0,0,Regular Customers
12607.0,59,1,1579.51,1,VIP Customers
12608.0,404,1,415.79,0,Regular Customers
12609.0,77,9,3435.86,1,VIP Customers
12610.0,22,5,2099.54,1,VIP Customers
12611.0,51,1,1193.32,1,VIP Customers
12612.0,73,1,704.0400000000001,1,VIP Customers
12613.0,56,10,6817.37,1,VIP Customers
12614.0,277,1,315.6,0,Regular Customers
12615.0,1,8,5740.98,1,VIP Customers
12616.0,94,3,1131.1,1,VIP Customers
12617.0,28,1,352.98,1,VIP Customers
12618.0,21,1,177.31,1,VIP Customers
12619.0,15,10,3781.38,1,VIP Customers
12620.0,14,3,1339.41,1,VIP Customers
12621.0,1,35,24311.2,1,VIP Customers
12622.0,231,1,180.1,1,VIP Customers
12623.0,275,7,3747.84,0,Regular Customers
12624.0,105,2,641.13,1,VIP Customers
12625.0,211,4,5164.88,1,VIP Customers
12626.0,22,9,6620.48,1,VIP Customers
12627.0,10,7,4478.53,1,VIP Customers
12628.0,3,3,786.46,1,VIP Customers
12629.0,385,2,1558.22,0,Regular Customers
12630.0,9,2,1270.88,1,VIP Customers
12631.0,56,6,3481.57,1,VIP Customers
12632.0,520,2,804.88,0,Regular Customers
12633.0,58,7,5678.16,1,VIP Customers
12634.0,535,2,490.0,0,Regular Customers
12635.0,89,4,2930.41,1,VIP Customers
12636.0,738,1,141.0,0,Regular Customers
12637.0,66,12,8283.81,1,VIP Customers
12638.0,32,2,921.49,1,VIP Customers
12639.0,238,3,1312.37,1,VIP Customers
12640.0,23,3,1174.58,1,VIP Customers
12641.0,114,1,185.9,1,VIP Customers
12642.0,24,3,1013.26,1,VIP Customers
12643.0,127,12,8304.82,1,VIP Customers
12644.0,129,4,1918.49,1,VIP Customers
12645.0,33,8,3539.3,1,VIP Customers
12646.0,4,2,1346.97,1,VIP Customers
12647.0,21,36,16955.55,1,VIP Customers
12648.0,154,4,1112.0,1,VIP Customers
12649.0,106,8,2294.65,1,VIP Customers
12650.0,2,1,314.44,1,VIP Customers
12651.0,334,4,377.75,0,Regular Customers
12652.0,330,2,1017.03,0,Regular Customers
12653.0,148,3,4160.83,1,VIP Customers
12654.0,10,5,601.98,1,VIP Customers
12655.0,423,1,261.35,0,Regular Customers
12656.0,16,8,6407.83,1,VIP Customers
12657.0,10,4,1643.18,1,VIP Customers
12658.0,18,1,686.05,1,VIP Customers
12659.0,29,1,91.68,1,VIP Customers
12660.0,10,1,245.1,1,VIP Customers
12661.0,435,1,162.0,0,Regular Customers
12662.0,0,20,6726.54,1,VIP Customers
12663.0,624,2,239.4,0,Regular Customers
12664.0,7,11,6070.04,1,VIP Customers
12665.0,324,3,313.6,0,Regular Customers
12666.0,393,1,1248.42,0,Regular Customers
12667.0,57,1,620.13,1,VIP Customers
12668.0,11,10,11383.03,1,VIP Customers
12669.0,150,3,2744.03,1,VIP Customers
12670.0,9,7,3760.29,1,VIP Customers
12671.0,605,1,2622.481,0,Regular Customers
12672.0,329,2,437.05,0,Regular Customers
12673.0,4,3,1230.02,1,VIP Customers
12674.0,38,4,1970.6,1,VIP Customers
12675.0,553,2,957.25,0,Regular Customers
12676.0,24,11,2843.09,1,VIP Customers
12677.0,554,2,395.1,0,Regular Customers
12678.0,41,21,34281.18,1,VIP Customers
12679.0,58,4,1113.02,1,VIP Customers
12680.0,0,4,880.81,1,VIP Customers
12681.0,14,45,29834.76,1,VIP Customers
12682.0,3,52,22950.22,1,VIP Customers
12683.0,3,21,11633.7,1,VIP Customers
12684.0,7,7,2283.63,1,VIP Customers
12685.0,27,6,2863.08,1,VIP Customers
12686.0,371,1,89.14,0,Regular Customers
12687.0,480,2,2138.91,0,Regular Customers
12688.0,113,1,4873.81,1,VIP Customers
12689.0,25,2,1247.61,1,VIP Customers
12690.0,205,1,389.01,1,VIP Customers
12691.0,27,7,1170.4,1,VIP Customers
12692.0,636,1,110.95,0,Regular Customers
12693.0,126,7,1703.02,1,VIP Customers
12694.0,69,3,1843.35,1,VIP Customers
12695.0,6,7,1407.12,1,VIP Customers
12696.0,434,2,851.91,0,Regular Customers
12697.0,28,3,957.59,1,VIP Customers
12698.0,589,1,339.75,0,Regular Customers
12699.0,417,1,638.11,0,Regular Customers
12700.0,7,4,4939.99,1,VIP Customers
12701.0,79,6,2446.41,1,VIP Customers
12702.0,19,1,219.0,1,VIP Customers
12703.0,70,4,1006.53,1,VIP Customers
12704.0,6,8,2340.84,1,VIP Customers
12705.0,14,14,11762.1,1,VIP Customers
12707.0,291,1,603.42,0,Regular Customers
12708.0,29,18,5117.66,1,VIP Customers
12709.0,14,34,30291.76,1,VIP Customers
12710.0,96,3,1149.02,1,VIP Customers
12711.0,611,2,1339.05,0,Regular Customers
12712.0,28,21,6723.03,1,VIP Customers
12713.0,0,1,848.55,1,VIP Customers
12714.0,8,12,14093.71,1,VIP Customers
12715.0,105,1,343.36,1,VIP Customers
12716.0,3,2,1053.49,1,VIP Customers
12717.0,150,3,1308.91,1,VIP Customers
12718.0,70,1,238.25,1,VIP Customers
12719.0,4,2,644.95,1,VIP Customers
12720.0,2,30,7787.28,1,VIP Customers
12721.0,31,8,4013.08,1,VIP Customers
12722.0,84,4,997.63,1,VIP Customers
12723.0,3,5,725.07,1,VIP Customers
12724.0,4,7,2317.52,1,VIP Customers
12725.0,370,4,2266.76,0,Regular Customers
12726.0,27,11,4014.6,1,VIP Customers
12727.0,10,10,5679.53,1,VIP Customers
12728.0,70,5,1070.17,1,VIP Customers
12729.0,113,1,453.01,1,VIP Customers
12730.0,521,1,829.25,0,Regular Customers
12731.0,23,17,25775.71,1,VIP Customers
12732.0,179,1,236.26,1,VIP Customers
12733.0,233,4,2424.87,1,VIP Customers
12734.0,352,3,639.65,0,Regular Customers
12735.0,314,2,779.5699999999999,0,Regular Customers
12736.0,332,1,234.0,0,Regular Customers
12737.0,498,2,3710.5,0,Regular Customers
12738.0,371,1,155.35,0,Regular Customers
12739.0,77,4,2726.73,1,VIP Customers
12740.0,63,1,427.6,1,VIP Customers
12741.0,528,2,406.07,0,Regular Customers
12742.0,625,1,1201.52,0,Regular Customers
12743.0,133,2,540.13,1,VIP Customers
12744.0,51,11,25317.06,1,VIP Customers
12745.0,486,3,925.41,0,Regular Customers
12746.0,540,1,254.55,0,Regular Customers
12747.0,1,26,8898.48,1,VIP Customers
12748.0,0,336,53539.64,2,Low Value Customers
12749.0,3,9,6897.36,1,VIP Customers
12750.0,128,1,275.88,1,VIP Customers
12751.0,444,1,268.27,0,Regular Customers
12752.0,80,1,4366.78,1,VIP Customers
12753.0,22,6,21429.39,1,VIP Customers
12754.0,235,3,3010.74,1,VIP Customers
12755.0,280,11,5236.259999999999,1,VIP Customers
12756.0,86,1,112.07999999999998,1,VIP Customers
12757.0,15,13,7834.650000000001,1,VIP Customers
12758.0,116,7,9903.24,1,VIP Customers
12759.0,51,8,5020.74,1,VIP Customers
12760.0,455,1,347.8,0,Regular Customers
12761.0,457,2,782.95,0,Regular Customers
12762.0,7,2,1898.52,1,VIP Customers
12763.0,137,2,494.08,1,VIP Customers
12764.0,316,1,1693.88,0,Regular Customers
12765.0,471,6,1404.58,0,Regular Customers
12766.0,3,9,8918.99,1,VIP Customers
12767.0,375,1,949.82,0,Regular Customers
12768.0,450,1,168.69000000000003,0,Regular Customers
12769.0,238,1,1143.6,1,VIP Customers
12770.0,210,2,3246.45,1,VIP Customers
12771.0,485,1,282.3,0,Regular Customers
12772.0,59,1,892.47,1,VIP Customers
12773.0,563,1,124.25,0,Regular Customers
12774.0,535,1,98.7,0,Regular Customers
12775.0,16,7,1686.12,1,VIP Customers
12776.0,667,1,55.5,0,Regular Customers
12777.0,457,1,519.45,0,Regular Customers
12778.0,19,9,1775.68,1,VIP Customers
12779.0,37,14,6474.11,1,VIP Customers
12780.0,598,1,337.4,0,Regular Customers
12781.0,63,2,826.74,1,VIP Customers
12782.0,4,11,4618.24,1,VIP Customers
12783.0,1,6,2225.91,1,VIP Customers
12784.0,8,3,1763.15,1,VIP Customers
12785.0,363,3,1100.4,0,Regular Customers
12786.0,609,1,728.5,0,Regular Customers
12787.0,9,4,862.18,1,VIP Customers
12788.0,462,4,444.9,0,Regular Customers
12789.0,64,3,273.35,1,VIP Customers
12790.0,191,2,591.85,1,VIP Customers
12791.0,373,6,863.51,0,Regular Customers
12792.0,256,2,827.01,0,Regular Customers
12793.0,334,3,885.53,0,Regular Customers
12794.0,52,2,860.41,1,VIP Customers
12795.0,18,1,430.48,1,VIP Customers
12796.0,627,1,381.0,0,Regular Customers
12797.0,365,2,552.08,0,Regular Customers
12798.0,9,4,8510.93,1,VIP Customers
12799.0,528,1,219.35,0,Regular Customers
12800.0,469,3,584.25,0,Regular Customers
12801.0,500,1,1071.82,0,Regular Customers
12802.0,186,7,2416.42,1,VIP Customers
12803.0,392,1,1092.81,0,Regular Customers
12804.0,465,2,325.37,0,Regular Customers
12805.0,381,4,1434.95,0,Regular Customers
12806.0,434,4,2878.96,0,Regular Customers
12807.0,382,1,330.35,0,Regular Customers
12808.0,36,5,776.7,1,VIP Customers
12809.0,177,3,1755.94,1,VIP Customers
12810.0,534,2,534.99,0,Regular Customers
12811.0,260,5,1033.9,1,VIP Customers
12812.0,44,1,229.64,1,VIP Customers
12813.0,501,3,1687.8,0,Regular Customers
12814.0,101,1,125.92,1,VIP Customers
12815.0,147,2,1063.46,1,VIP Customers
12816.0,95,2,572.2,1,VIP Customers
12817.0,280,3,690.98,0,Regular Customers
12818.0,261,1,1542.08,0,Regular Customers
12819.0,457,1,540.52,0,Regular Customers
12820.0,2,11,2689.52,1,VIP Customers
12821.0,213,2,220.8,1,VIP Customers
12822.0,70,2,948.88,1,VIP Customers
12823.0,74,18,6501.5,1,VIP Customers
12824.0,59,1,397.12,1,VIP Customers
12825.0,520,2,518.63,0,Regular Customers
12826.0,2,12,2800.75,1,VIP Customers
12827.0,5,3,430.15,1,VIP Customers
12828.0,2,6,1018.71,1,VIP Customers
12829.0,336,3,385.3,0,Regular Customers
12830.0,37,6,6814.64,1,VIP Customers
12831.0,261,3,451.11,0,Regular Customers
12832.0,31,2,383.03,1,VIP Customers
12833.0,144,1,417.38,1,VIP Customers
12834.0,282,1,312.38,0,Regular Customers
12835.0,427,41,5996.83,0,Regular Customers
12836.0,58,15,6559.7300000000005,1,VIP Customers
12837.0,172,2,662.66,1,VIP Customers
12838.0,33,10,2975.91,1,VIP Customers
12839.0,2,26,9669.12,1,VIP Customers
12840.0,143,7,4041.97,1,VIP Customers
12841.0,4,40,6958.2,1,VIP Customers
12842.0,69,4,1917.99,1,VIP Customers
12843.0,65,30,6583.36,1,VIP Customers
12844.0,28,4,648.6,1,VIP Customers
12845.0,266,4,354.09,0,Regular Customers
12846.0,681,1,15.58,0,Regular Customers
12847.0,21,2,1609.0,1,VIP Customers
12848.0,675,1,208.0,0,Regular Customers
12849.0,30,6,3042.47,1,VIP Customers
12850.0,445,1,330.0,0,Regular Customers
12851.0,96,2,280.76,1,VIP Customers
12852.0,294,1,311.55,0,Regular Customers
12853.0,134,11,3907.5,1,VIP Customers
12854.0,78,7,2970.9700000000003,1,VIP Customers
12855.0,372,4,612.84,0,Regular Customers
12856.0,7,6,2170.78,1,VIP Customers
12857.0,210,6,3688.0,1,VIP Customers
12858.0,382,1,147.27,0,Regular Customers
12859.0,458,1,575.1,0,Regular Customers
12860.0,692,1,54.22,0,Regular Customers
12861.0,619,1,68.25,0,Regular Customers
12862.0,425,2,984.62,0,Regular Customers
12863.0,51,6,2792.55,1,VIP Customers
12864.0,137,2,299.57,1,VIP Customers
12865.0,25,4,3323.47,1,VIP Customers
12866.0,282,3,1227.35,0,Regular Customers
12867.0,25,13,7829.26,1,VIP Customers
12868.0,185,8,2043.76,1,VIP Customers
12869.0,681,1,337.67,0,Regular Customers
12870.0,374,3,1676.95,0,Regular Customers
12871.0,83,3,744.02,1,VIP Customers
12872.0,326,12,3283.96,0,Regular Customers
12873.0,281,3,2027.3,0,Regular Customers
12874.0,384,2,948.42,0,Regular Customers
12875.0,142,5,1356.99,1,VIP Customers
12876.0,57,4,4081.79,1,VIP Customers
12877.0,3,20,2942.14,1,VIP Customers
12878.0,235,2,854.99,1,VIP Customers
12879.0,44,3,573.22,1,VIP Customers
12880.0,381,2,640.13,0,Regular Customers
12881.0,275,1,298.0,0,Regular Customers
12882.0,8,2,1463.04,1,VIP Customers
12883.0,24,4,703.47,1,VIP Customers
12884.0,87,1,309.05,1,VIP Customers
12885.0,62,3,1175.22,1,VIP Customers
12886.0,67,2,1378.4,1,VIP Customers
12887.0,383,1,222.4,0,Regular Customers
12888.0,213,2,354.12,1,VIP Customers
12889.0,380,4,385.46,0,Regular Customers
12890.0,23,2,706.02,1,VIP Customers
12891.0,185,11,840.5,1,VIP Customers
12892.0,396,1,263.38,0,Regular Customers
12893.0,30,1,176.55,1,VIP Customers
12894.0,574,1,157.35,0,Regular Customers
12895.0,41,2,372.8,1,VIP Customers
12897.0,204,4,514.25,1,VIP Customers
12898.0,463,2,296.21000000000004,0,Regular Customers
12899.0,413,1,366.4,0,Regular Customers
12900.0,421,1,340.33,0,Regular Customers
12901.0,8,28,17654.54,1,VIP Customers
12902.0,264,1,138.68,0,Regular Customers
12903.0,428,1,833.53,0,Regular Customers
12904.0,17,2,496.06,1,VIP Customers
12905.0,576,2,1018.42,0,Regular Customers
12906.0,11,5,2919.81,1,VIP Customers
12907.0,395,2,508.91,0,Regular Customers
12908.0,175,5,1776.0,1,VIP Customers
12909.0,39,8,3103.19,1,VIP Customers
12910.0,22,13,5796.52,1,VIP Customers
12911.0,551,1,1651.72,0,Regular Customers
12912.0,2,5,1662.3,1,VIP Customers
12913.0,4,13,6283.24,1,VIP Customers
12914.0,400,1,223.98,0,Regular Customers
12915.0,148,4,975.1,1,VIP Customers
12916.0,138,7,4479.73,1,VIP Customers
12917.0,127,6,4359.2,1,VIP Customers
12918.0,625,1,10953.5,0,Regular Customers
12919.0,7,6,1335.19,1,VIP Customers
12920.0,16,4,486.64,1,VIP Customers
12921.0,8,74,35233.24,1,VIP Customers
12922.0,160,1,405.38,1,VIP Customers
12923.0,63,3,770.42,1,VIP Customers
12924.0,87,12,2469.4,1,VIP Customers
12925.0,4,3,729.3299999999999,1,VIP Customers
12926.0,410,4,1523.97,0,Regular Customers
12927.0,394,1,197.31,0,Regular Customers
12928.0,34,12,4304.89,1,VIP Customers
12929.0,311,1,117.85,0,Regular Customers
12930.0,77,2,415.8,1,VIP Customers
12931.0,21,57,92347.34,1,VIP Customers
12932.0,538,8,1698.56,0,Regular Customers
12933.0,23,8,1636.63,1,VIP Customers
12934.0,736,1,181.65,0,Regular Customers
12935.0,1,15,4243.86,1,VIP Customers
12936.0,16,4,1063.9,1,VIP Customers
12937.0,14,9,3097.61,1,VIP Customers
12938.0,25,1,114.14,1,VIP Customers
12939.0,63,20,25264.8,1,VIP Customers
12940.0,54,2,899.69,1,VIP Customers
12941.0,723,1,377.49,0,Regular Customers
12942.0,130,3,675.6,1,VIP Customers
12943.0,557,2,496.5,0,Regular Customers
12944.0,35,2,604.51,1,VIP Customers
12945.0,287,2,900.11,0,Regular Customers
12946.0,436,1,324.45,0,Regular Customers
12947.0,143,6,1603.99,1,VIP Customers
12948.0,15,9,2317.43,1,VIP Customers
12949.0,30,22,15526.7,1,VIP Customers
12950.0,1,3,1843.0,1,VIP Customers
12951.0,8,15,3213.7200000000003,1,VIP Customers
12952.0,5,4,1387.79,1,VIP Customers
12953.0,9,2,828.8100000000001,1,VIP Customers
12954.0,638,1,162.45,0,Regular Customers
12955.0,0,11,4757.16,1,VIP Customers
12956.0,305,4,521.89,0,Regular Customers
12957.0,9,13,8706.97,1,VIP Customers
12958.0,399,2,467.34,0,Regular Customers
12959.0,483,1,150.95,0,Regular Customers
12960.0,413,4,1322.07,0,Regular Customers
12961.0,378,1,211.99,0,Regular Customers
12962.0,6,2,266.39,1,VIP Customers
